Tweet_id,sentiment
1251608623798722560,0
1221535162539872256,0
1252203833385779200,0
1221884276636938240,0
1252686719461273602,0
1221789385928183809,1
1141843796830896129,0
1221882814225960961,0
1234939128820719617,-1
1242879482165370882,1
1221882258216443904,0
1253958712408125441,0
1147741075433566208,1
1221836627170988033,1
1250161616290746370,0
1221883349469364224,0
1190010705283563522,0
1245260578383368193,1
1249745352393199621,0
1146056614387974146,1
1245275451846778880,0
1221789152913580033,0
1221786487441829888,1
1254787940263186432,0
1234941389395439616,0
1145031295338254338,0
1224778615230955521,0
1146085163295809536,0
1221780686362828801,0
1230269417931595777,0
1234038828035399681,0
1221884873394225153,0
1251457380149329920,0
1223395761796386822,0
1221779936773640196,0
1080068840795578368,0
1223397914233405440,1
1223395777273311233,0
1245237076142043136,0
1143327149925048320,-1
1221784210517696512,0
1221784192368988160,0
1252672894477402112,0
1252595635167035392,-1
1080363694486368256,1
1245168116797181952,1
1086344385204244480,-1
1221882710286880770,0
1234936133458546693,1
1221782506191622144,1
1143232964182118400,0
1221883649039179776,0
1223396094345928705,0
1245230032764702720,0
1146130807150583809,-1
1221883748360376321,0
1151128207271157762,1
1080143030315827207,1
1249110417793634304,0
1223396153867239430,0
1224760983761059842,0
1142141918215847936,-1
1250801369201729542,0
1221810529049763840,0
1250436686233735168,0
1183046361710772224,0
1251542430177988608,0
1223398998104514561,0
1113035913557368832,0
1226418841972019200,1
1146850016679596034,1
1080528374920024069,0
1250982581065089024,0
1221881393195646984,0
1245198449030631424,0
1223397619843633154,0
1147010367954083845,1
1221882520045871108,0
1143282914244911109,0
1221784688303407104,0
1080458392857133056,1
1221836115033952257,0
1145520860796719105,0
1119381736583041024,0
1221553030488829952,0
1223398732634447874,0
1255446290386870275,0
1183058578728542209,1
1223395870164516864,0
1183146597368193025,-1
1227451694788771842,0
1242907076197842951,1
1145652836526485504,-1
1221881437500198912,0
1080262951674826752,0
1223423020024373251,0
1146550202209361922,-1
1254326235368435712,0
1132109516286435334,0
1238802089184280576,0
1214822649794314240,0
1212150248803643393,0
1242864503332765699,-1
1248042490885701632,0
1223397664601055242,0
1253221870297665537,0
1221883745717956608,0
1248016018833719300,0
1143410784690745344,0
1250769463647092738,-1
1156643747616239616,0
1145486684953423872,0
1221788538120933377,0
1223398074573377536,0
1245221922125885440,0
1223448487825674241,0
1243289115057160194,1
1080374426120699904,0
1254720274915831808,0
1221778500442521600,-1
1223398287467741191,0
1221823497879588864,1
1254514046130442240,0
1223400623225409536,0
1223925115739688960,0
1221818147004649472,1
1214294861966389248,-1
1221803553334931456,0
1252642813382180864,0
1223445628333776896,0
1183085775153434625,-1
1221787653252829184,0
1230919734490812418,0
1254851900303986692,0
1239472088626401281,0
1242840880685420544,0
1221779414050115585,0
1080390309056561152,-1
1245164547012472834,-1
1224422998234615809,0
1223398389984976896,0
1254144270354743298,0
1247952924656926720,0
1113414122035609600,0
1248060351964479495,0
1237825543451693056,-1
1223396479227830272,0
1145941883748851712,0
1221658746398658560,0
1211204389039411202,-1
1223396617186873344,0
1221881044833636352,1
1232895779624357890,0
1242906409441931268,0
1242882141429563395,1
1248054759937974273,0
1221780613415481344,1
1223403947160895488,0
1248057847797121026,0
1080500846847234048,0
1223396833696849921,0
1080447437154725889,0
1080199331481903104,-1
1221783521431302146,-1
1145582408223379456,1
1221789579285618690,0
1221788124927483907,0
1143495552505720832,-1
1226408462508339201,0
1229135832482754560,0
1223397272181968898,0
1254371509117825024,0
1248023080275972101,-1
1223396200910675968,0
1132389680262074369,1
1254749820440502273,-1
1223398487267606528,0
1241161152505282560,0
1221750156531507203,0
1080209867837718528,0
1227450490595749888,-1
1223398183117697025,0
1250802247669334016,0
1092784228469747718,0
1254181475060244480,0
1221790622299885571,1
1183122191996653575,0
1221788271082196997,0
1250805865575309320,0
1223397545252216832,0
1080493768661454848,-1
1223418832712339458,0
1080109811910537217,1
1220722693559017472,0
1252707539671801868,0
1251327903402528768,0
1242913728389156865,0
1242833352723398656,0
1245239128087724035,1
1248058484710670336,0
1204280512707203073,0
1251686310617722885,0
1241010936468639745,0
1223398562664472582,0
1242150096931885056,1
1242833583611555840,0
1224587264656838663,0
1223395581046947841,1
1223395949353099265,0
1221898839625519105,0
1146110929396031488,-1
1223399121677168641,0
1253020564538695681,0
1221884484087427072,0
1143312446918144000,0
1145570612422807553,1
1221708061322174469,0
1146263232673439745,-1
1222206830631358464,0
1238936812237840386,0
1115048373348917248,0
1145601967701598209,0
1147233814034468864,0
1080368092159578112,1
1221780316278394887,0
1250629461957054465,0
1228760161541611520,0
1242912269480140801,0
1080206607324192783,-1
1146464959267840000,-1
1220593632748736512,0
1250076202007658497,0
1214497198479740928,0
1245272283914153985,-1
1223398626396966912,0
1146709413807501312,1
1143210781158387712,0
1223400408309211138,-1
1221789101608914946,-1
1226423383686090752,0
1223395579058970626,0
1221794033409908737,0
1223397520983953409,0
1144992544650158080,1
1251870439510548482,0
1143310717539536898,0
1187258385525301248,-1
1223045674889097218,1
1080277458950242304,0
1215214547784605696,1
1080171595358978048,0
1223395643395317762,0
1187407180594585601,0
1183163305420115968,0
1080070673832337408,0
1108014450877980672,0
1220851675172352004,0
1242904291406491649,-1
1245296052238004224,1
1221695020484435969,0
1255497972290330633,0
1248051559864434690,-1
1143409602240929792,0
1226408030738243584,0
1221776356599615493,1
1221349958575587329,0
1229147612068163584,0
1223396504863375361,0
1252307816192368644,0
1252131513610702849,0
1080457370449465345,0
1253039084869767168,0
1248040954566791170,1
1221786758351933441,1
1143188756729671681,0
1253276168201084929,-1
1221780802532511744,0
1145508529018740739,0
1110628891125792768,0
1250813560923570177,0
1225032528253411328,0
1248040677436534787,-1
1251975566238064642,0
1250107893430530049,0
1143512348495425537,0
1243455527566311424,1
1143536985287680001,-1
1215080144966164480,0
1221786489278910466,0
1222823143867342853,0
1245237990915543045,0
1221880880337170432,1
1158048971190951936,1
1080528530298015745,0
1250091835181142018,0
1223401447586500609,-1
1223398222955151361,1
1253342512351150081,0
1195339462403862528,0
1240236586748575751,0
1223398368698867712,1
1221778491122880513,0
1143458373695868928,-1
1183164057957863424,1
1251203436336553986,-1
1220532345146630144,0
1214244554951602176,0
1242860330453282828,0
1221900937402421249,-1
1221883384877715460,0
1242851249927659520,0
1248041579870388226,-1
1221858889760694272,1
1143511468693958656,0
1238848967347232768,0
1145584920863154176,1
1219349210144956416,0
1239349434284224512,-1
1145598875702583296,-1
1245276829721690114,0
1146364661538971648,-1
1147766190850355200,1
1242890503923826688,0
1254879564666372096,0
1080499475230216194,0
1225052320645419008,0
1145919204509585408,0
1245146984966692869,0
1153806972824592385,0
1143402131212443649,0
1221884523098578944,0
1254485397847060480,0
1221884573962899456,0
1252579805616312321,0
1206133083763810305,0
1080550437957369856,0
1242571327061610501,-1
1146513707398258695,1
1188913751438872576,0
1221894753500921856,-1
